state;date;primeira_dose;segunda_dose;terceira_dose
Bahia;04/07/2021;27240;725;0
Bahia;05/07/2021;93812;14157;0
Bahia;06/07/2021;95471;9806;0
Bahia;07/07/2021;53166;8635;0
Bahia;08/07/2021;38894;7890;8
Bahia;09/07/2021;42151;10339;0
Bahia;10/07/2021;17977;4812;0
Bahia;11/07/2021;4025;965;0
Bahia;12/07/2021;35581;25493;0
Bahia;13/07/2021;41256;28501;0
Bahia;14/07/2021;20072;22037;3
Bahia;15/07/2021;15517;20804;0
Bahia;16/07/2021;31477;21835;0
Bahia;17/07/2021;56534;2131;0
Bahia;18/07/2021;3856;1859;0
Bahia;19/07/2021;51306;53785;0
Bahia;20/07/2021;69229;35821;0
Bahia;21/07/2021;76947;27212;0
Bahia;22/07/2021;97419;29412;1
Bahia;23/07/2021;69803;27944;0
Bahia;24/07/2021;15488;18827;0
Bahia;25/07/2021;5438;188;0
Bahia;26/07/2021;34995;49190;0
Bahia;27/07/2021;35622;56987;3
Bahia;28/07/2021;58433;40968;1
Bahia;29/07/2021;53955;41468;0
Bahia;30/07/2021;31687;42701;0
Bahia;31/07/2021;20565;8195;0
Bahia;01/08/2021;16287;546;0
Bahia;02/08/2021;65875;35094;0
Bahia;03/08/2021;79790;45705;0
Bahia;04/08/2021;71363;35312;0
Bahia;05/08/2021;59770;33882;2
Bahia;06/08/2021;50693;48042;4
Bahia;07/08/2021;42469;5865;2
Bahia;08/08/2021;2607;377;2
Bahia;09/08/2021;107880;29061;0
Bahia;10/08/2021;113995;49453;3
Bahia;11/08/2021;85349;42227;5
Bahia;12/08/2021;86691;37266;6
Bahia;13/08/2021;85018;35497;3
Bahia;14/08/2021;29754;9638;2
Bahia;15/08/2021;12367;219;0
Bahia;16/08/2021;103043;27213;11
Bahia;17/08/2021;89208;48507;9
Bahia;18/08/2021;131080;34105;10
Bahia;19/08/2021;95380;43864;12
Bahia;20/08/2021;53515;53594;10
Bahia;21/08/2021;61429;3162;24
Bahia;22/08/2021;20466;451;0
Bahia;23/08/2021;115444;44462;11
Bahia;24/08/2021;117989;45976;6
Bahia;25/08/2021;85871;55690;7
Bahia;26/08/2021;80132;47340;11
Bahia;27/08/2021;50243;54947;9
Bahia;28/08/2021;37353;18744;18
Bahia;29/08/2021;4974;1187;0
Bahia;30/08/2021;67788;66898;8
Bahia;31/08/2021;60346;71547;9
Bahia;01/09/2021;37152;68173;8
Bahia;02/09/2021;30501;70889;7
Bahia;03/09/2021;56070;59188;9
Bahia;04/09/2021;20780;19060;0
Bahia;05/09/2021;3229;8939;0
Bahia;06/09/2021;15228;18641;0
Bahia;07/09/2021;1393;1362;0
Bahia;08/09/2021;27616;81682;10
Bahia;09/09/2021;43491;79175;6
Bahia;10/09/2021;38801;62691;7
Bahia;11/09/2021;17195;20940;0
Bahia;12/09/2021;2173;2811;0
Bahia;13/09/2021;29283;82026;1
Bahia;14/09/2021;35736;81260;3
Bahia;15/09/2021;54611;60843;3
Bahia;16/09/2021;42745;54416;5
Bahia;17/09/2021;15910;42117;2
Bahia;18/09/2021;16757;14819;0
Bahia;19/09/2021;1909;1213;0
Bahia;20/09/2021;48034;62492;9
Bahia;21/09/2021;55820;65213;4
Bahia;22/09/2021;56849;54542;2
Bahia;23/09/2021;40112;82749;3
Bahia;24/09/2021;38250;55497;0
Bahia;25/09/2021;6782;20917;0
Bahia;26/09/2021;1083;3481;0
Bahia;27/09/2021;34612;80883;7
Bahia;28/09/2021;35317;86533;4
Bahia;29/09/2021;41096;68474;7
Bahia;30/09/2021;44430;63065;10
Bahia;01/10/2021;27295;54907;3
Bahia;02/10/2021;8257;15806;0
Bahia;03/10/2021;106;722;0
Bahia;04/10/2021;19901;63441;1
Bahia;05/10/2021;23339;72269;3
Bahia;06/10/2021;16965;70995;6
Bahia;07/10/2021;21671;72021;5
Bahia;08/10/2021;18401;61067;8
Bahia;09/10/2021;3683;20248;0
Bahia;10/10/2021;848;6306;0
Bahia;11/10/2021;3421;17911;1
Bahia;12/10/2021;307;1029;0
Bahia;13/10/2021;12031;101582;9
Bahia;14/10/2021;12513;108377;7
Bahia;15/10/2021;9648;90168;12
Bahia;16/10/2021;2755;13530;4
Bahia;17/10/2021;1406;8427;0
Bahia;18/10/2021;11301;85532;15
Bahia;19/10/2021;13358;106148;10
Bahia;20/10/2021;16575;91339;16
Bahia;21/10/2021;24698;98644;15
Bahia;22/10/2021;23202;74111;9
Bahia;23/10/2021;7212;23423;4
Bahia;24/10/2021;2183;975;2
Bahia;25/10/2021;20236;84835;23
Bahia;26/10/2021;27332;109009;8
Bahia;27/10/2021;20162;96340;16
Bahia;28/10/2021;18789;76070;19
Bahia;29/10/2021;8754;55184;15
Bahia;30/10/2021;1942;13793;0
Bahia;31/10/2021;56;119;0
Bahia;01/11/2021;541;4413;0
Bahia;02/11/2021;90;561;0
Bahia;03/11/2021;10612;76119;4
Bahia;04/11/2021;11093;89179;9
Bahia;05/11/2021;9627;63662;7
Bahia;06/11/2021;2836;19903;0
Bahia;07/11/2021;172;1129;0
Bahia;08/11/2021;11155;67284;3
Bahia;09/11/2021;20509;80380;4
Bahia;10/11/2021;20693;89084;16
Bahia;11/11/2021;17233;98923;0
Bahia;12/11/2021;13057;63867;10
Bahia;13/11/2021;2508;16553;0
Bahia;14/11/2021;95;467;0
Bahia;15/11/2021;123;828;0
Bahia;16/11/2021;11861;80816;6
Bahia;17/11/2021;11344;89149;1
Bahia;18/11/2021;10289;90683;4
Bahia;19/11/2021;8640;69444;18
Bahia;20/11/2021;2977;23776;0
Bahia;21/11/2021;110;1384;1
Bahia;22/11/2021;7768;68809;4
Bahia;23/11/2021;10459;83129;13
Bahia;24/11/2021;10522;79645;9
Bahia;25/11/2021;15145;92289;19
Bahia;26/11/2021;13721;74464;70
Bahia;27/11/2021;2005;4674;0
Bahia;28/11/2021;102;422;0
Bahia;29/11/2021;12337;69535;41
Bahia;30/11/2021;16185;84321;58
Bahia;01/12/2021;16268;76345;3
Bahia;02/12/2021;15546;72854;8
Bahia;03/12/2021;10904;51982;6
Bahia;04/12/2021;5510;19972;2
Bahia;05/12/2021;857;3571;2
Bahia;06/12/2021;10892;55709;5
Bahia;07/12/2021;14268;64242;2
Bahia;08/12/2021;10138;52299;5
Bahia;09/12/2021;12251;58738;6
Bahia;10/12/2021;9169;41607;3
Bahia;11/12/2021;1436;5051;2
Bahia;12/12/2021;302;1096;0
Bahia;13/12/2021;9812;52024;2
Bahia;14/12/2021;11212;65610;11
Bahia;15/12/2021;9935;60464;7
Bahia;16/12/2021;8126;70070;18
Bahia;17/12/2021;6076;41137;8
Bahia;18/12/2021;1558;11489;0
Bahia;19/12/2021;320;4468;1
Bahia;20/12/2021;6764;67174;40
Bahia;21/12/2021;7509;84612;15
Bahia;22/12/2021;6409;77495;36
Bahia;23/12/2021;3551;46223;7
Bahia;24/12/2021;114;1163;0
Bahia;25/12/2021;13;105;0
Bahia;26/12/2021;29;293;0
Bahia;27/12/2021;3570;44588;8
Bahia;28/12/2021;3995;51518;3
Bahia;29/12/2021;3509;45233;28
Bahia;30/12/2021;1971;22731;5
Bahia;31/12/2021;94;1040;0
Ceará;01/01/2021;34;0;0
Ceará;02/01/2021;1;0;0
Ceará;03/01/2021;1;0;0
Ceará;04/01/2021;17;0;0
Ceará;05/01/2021;3;0;0
Ceará;06/01/2021;6;0;0
Ceará;07/01/2021;3;0;0
Ceará;09/01/2021;2;0;0
Ceará;10/01/2021;4;0;0
Ceará;11/01/2021;7;2;0
Ceará;12/01/2021;13;0;0
Ceará;13/01/2021;2;0;0
Ceará;14/01/2021;9;0;0
Ceará;15/01/2021;1;0;0
Ceará;16/01/2021;3;0;0
Ceará;17/01/2021;28;18;0
Ceará;18/01/2021;138;10;0
Ceará;19/01/2021;3804;22;1
Ceará;20/01/2021;8924;78;0
Ceará;21/01/2021;8708;36;0
Ceará;22/01/2021;7249;23;0
Ceará;23/01/2021;2868;4;0
Ceará;24/01/2021;1909;6;0
Ceará;25/01/2021;7691;18;1
Ceará;26/01/2021;7678;27;0
Ceará;27/01/2021;14875;43;0
Ceará;28/01/2021;16763;51;0
Ceará;29/01/2021;12038;9;0
Ceará;30/01/2021;3473;2;0
Ceará;31/01/2021;2299;5;0
Ceará;01/02/2021;9969;18;0
Ceará;02/02/2021;11608;62;0
Ceará;03/02/2021;9875;79;0
Ceará;04/02/2021;10096;53;0
Ceará;05/02/2021;9819;39;0
Ceará;06/02/2021;5482;26;0
Ceará;07/02/2021;5016;3;0
Ceará;08/02/2021;7103;29;0
Ceará;09/02/2021;7524;112;0
Ceará;10/02/2021;8640;1009;0
Ceará;11/02/2021;10677;1260;0
Ceará;12/02/2021;9843;1151;0
Ceará;13/02/2021;5200;2876;0
Ceará;14/02/2021;4580;2477;0
Ceará;15/02/2021;6777;5264;0
Ceará;16/02/2021;6326;7132;0
Ceará;17/02/2021;5895;8577;0
Ceará;18/02/2021;5966;8894;0
Ceará;19/02/2021;3650;7110;0
Ceará;20/02/2021;653;4344;0
Ceará;21/02/2021;670;2317;0
Ceará;22/02/2021;1798;6836;0
Ceará;23/02/2021;1190;6272;0
Ceará;24/02/2021;888;5541;0
Ceará;25/02/2021;4078;5208;0
Ceará;26/02/2021;10382;4161;0
Ceará;27/02/2021;3083;2164;0
Ceará;28/02/2021;2302;351;0
Ceará;01/03/2021;11415;6250;0
Ceará;02/03/2021;11928;3898;0
Ceará;03/03/2021;10997;3701;0
Ceará;04/03/2021;11601;3326;1
Ceará;05/03/2021;10087;4111;0
Ceará;06/03/2021;3600;3804;0
Ceará;07/03/2021;1270;2302;0
Ceará;08/03/2021;8684;5590;0
Ceará;09/03/2021;8543;6124;2
Ceará;10/03/2021;7586;8101;0
Ceará;11/03/2021;8227;6373;2
Ceará;12/03/2021;9059;3929;0
Ceará;13/03/2021;2910;1251;0
Ceará;14/03/2021;949;431;0
Ceará;15/03/2021;8695;2886;0
Ceará;16/03/2021;7444;3676;0
Ceará;17/03/2021;7227;2467;0
Ceará;18/03/2021;11398;2208;0
Ceará;19/03/2021;6606;979;0
Ceará;20/03/2021;7258;1881;0
Ceará;21/03/2021;3534;881;0
Ceará;22/03/2021;25091;2780;0
Ceará;23/03/2021;39731;3563;2
Ceará;24/03/2021;41751;3041;0
Ceará;25/03/2021;38602;1889;0
Ceará;26/03/2021;20501;3210;0
Ceará;27/03/2021;25923;534;0
Ceará;28/03/2021;16905;311;0
Ceará;29/03/2021;31675;4353;0
Ceará;30/03/2021;35458;4244;0
Ceará;31/03/2021;37038;4532;0
Ceará;01/04/2021;37946;1503;0
Ceará;02/04/2021;22877;390;0
Ceará;03/04/2021;26519;1999;0
Ceará;04/04/2021;5815;825;0
Ceará;05/04/2021;14753;7503;0
Ceará;06/04/2021;13567;13288;0
Ceará;07/04/2021;9888;14971;0
Ceará;08/04/2021;5090;17698;0
Ceará;09/04/2021;4520;14599;0
Ceará;10/04/2021;9771;5895;0
Ceará;11/04/2021;3102;1324;0
Ceará;12/04/2021;9846;14076;0
Ceará;13/04/2021;10075;14621;0
Ceará;14/04/2021;6293;17315;0
Ceará;15/04/2021;7496;22276;0
Ceará;16/04/2021;10456;20638;0
Ceará;17/04/2021;18998;13543;0
Ceará;18/04/2021;4587;1765;0
Ceará;19/04/2021;16087;22423;0
Ceará;20/04/2021;18411;30777;0
Ceará;21/04/2021;18478;10257;0
Ceará;22/04/2021;14835;24560;0
Ceará;23/04/2021;10024;19943;0
Ceará;24/04/2021;17157;14237;0
Ceará;25/04/2021;381;6667;0
Ceará;26/04/2021;12746;20207;0
Ceará;27/04/2021;13564;26213;0
Ceará;28/04/2021;10485;21405;0
Ceará;29/04/2021;9018;14418;0
Ceará;30/04/2021;8950;7373;0
Ceará;01/05/2021;9794;6510;0
Ceará;02/05/2021;3383;3016;0
Ceará;03/05/2021;13665;11390;0
Ceará;04/05/2021;15017;10099;0
Ceará;05/05/2021;14535;7769;1
Ceará;06/05/2021;10941;4338;0
Ceará;07/05/2021;11756;3724;0
Ceará;08/05/2021;10992;10604;0
Ceará;09/05/2021;1189;1772;0
Ceará;10/05/2021;11665;6237;0
Ceará;11/05/2021;11564;6030;0
Ceará;12/05/2021;11072;4591;0
Ceará;13/05/2021;7231;11656;0
Ceará;14/05/2021;12138;2697;0
Ceará;15/05/2021;17986;388;0
Ceará;16/05/2021;475;26179;0
Ceará;17/05/2021;8053;5547;0
Ceará;18/05/2021;9657;5664;0
Ceará;19/05/2021;13440;3171;0
Ceará;20/05/2021;15524;12565;0
Ceará;21/05/2021;13852;7013;0
Ceará;22/05/2021;14789;1343;0
Ceará;23/05/2021;3747;278;0
Ceará;24/05/2021;14547;4204;0
Ceará;25/05/2021;17743;4624;0
Ceará;26/05/2021;17715;4841;0
Ceará;27/05/2021;19223;3946;0
Ceará;28/05/2021;20481;3261;0
Ceará;29/05/2021;25583;903;0
Ceará;30/05/2021;4403;218;0
Ceará;31/05/2021;21884;2567;0
Ceará;01/06/2021;30041;4202;0
Ceará;02/06/2021;43427;4778;0
Ceará;03/06/2021;22708;1451;0
Ceará;04/06/2021;31507;2385;0
Ceará;05/06/2021;22663;984;0
Ceará;06/06/2021;10262;994;0
Ceará;07/06/2021;35623;3096;0
Ceará;08/06/2021;39116;2908;0
Ceará;09/06/2021;45057;2227;0
Ceará;10/06/2021;51950;2543;2
Ceará;11/06/2021;54520;1615;0
Ceará;12/06/2021;62862;259;0
Ceará;13/06/2021;11374;79;0
Ceará;14/06/2021;41792;1215;0
Ceará;15/06/2021;52917;1184;0
Ceará;16/06/2021;50705;1187;0
Ceará;17/06/2021;46525;1185;0
Ceará;18/06/2021;55216;666;0
Ceará;19/06/2021;69622;414;0
Ceará;20/06/2021;15046;861;0
Ceará;21/06/2021;57597;827;0
Ceará;22/06/2021;71640;1179;0
Ceará;23/06/2021;76910;1414;0
Ceará;24/06/2021;55882;4107;0
Ceará;25/06/2021;51800;2966;0
Ceará;26/06/2021;80983;1139;0
Ceará;27/06/2021;15926;95;0
Ceará;28/06/2021;55531;3669;0
Ceará;29/06/2021;46511;10318;0
Ceará;30/06/2021;42428;10925;0
Ceará;01/07/2021;41928;7220;0
Ceará;02/07/2021;32526;9913;0
Ceará;03/07/2021;25483;1769;0
Ceará;04/07/2021;8736;890;0
Ceará;05/07/2021;42148;6338;0
Ceará;06/07/2021;48155;7141;0
Ceará;07/07/2021;52178;22387;1
Ceará;08/07/2021;53436;12148;0
Ceará;09/07/2021;28665;7163;0
Ceará;10/07/2021;22191;2628;0
Ceará;11/07/2021;3036;234;0
Ceará;12/07/2021;27653;17379;0
Ceará;13/07/2021;28427;19281;0
Ceará;14/07/2021;19004;8811;0
Ceará;15/07/2021;9725;9381;0
Ceará;16/07/2021;9288;10217;0
Ceará;17/07/2021;499;2822;0
Ceará;18/07/2021;54;349;0
Ceará;19/07/2021;24108;11699;0
Ceará;20/07/2021;28090;12580;0
Ceará;21/07/2021;27606;15196;0
Ceará;22/07/2021;28716;19691;0
Ceará;23/07/2021;26941;29704;0
Ceará;24/07/2021;8911;6957;0
Ceará;25/07/2021;1145;1154;0
Ceará;26/07/2021;20521;19691;0
Ceará;27/07/2021;20218;20594;2
Ceará;28/07/2021;7699;23681;0
Ceará;29/07/2021;14298;13171;0
Ceará;30/07/2021;42569;14464;0
Ceará;31/07/2021;12472;8793;0
Ceará;01/08/2021;1133;7494;0
Ceará;02/08/2021;9244;23457;0
Ceará;03/08/2021;10081;29397;0
Ceará;04/08/2021;27729;25544;0
Ceará;05/08/2021;42382;23731;5
Ceará;06/08/2021;50529;21583;0
Ceará;07/08/2021;25577;6606;0
Ceará;08/08/2021;8900;1171;0
Ceará;09/08/2021;40611;22995;0
Ceará;10/08/2021;61936;23623;0
Ceará;11/08/2021;72943;29944;0
Ceará;12/08/2021;75839;20168;0
Ceará;13/08/2021;69247;13097;0
Ceará;14/08/2021;56918;6197;0
Ceará;15/08/2021;13866;2640;0
Ceará;16/08/2021;48369;12821;0
Ceará;17/08/2021;72110;17140;0
Ceará;18/08/2021;55027;25144;0
Ceará;19/08/2021;40506;38331;0
Ceará;20/08/2021;56549;23829;0
Ceará;21/08/2021;37345;14178;0
Ceará;22/08/2021;10532;3395;0
Ceará;23/08/2021;33860;29932;0
Ceará;24/08/2021;47664;39589;0
Ceará;25/08/2021;65004;44938;0
Ceará;26/08/2021;54838;46277;0
Ceará;27/08/2021;58735;38032;0
Ceará;28/08/2021;49619;13410;0
Ceará;29/08/2021;10960;1396;0
Ceará;30/08/2021;43426;26537;0
Ceará;31/08/2021;56494;30517;0
Ceará;01/09/2021;41759;35392;0
Ceará;02/09/2021;27031;60649;1
Ceará;03/09/2021;31586;54773;0
Ceará;04/09/2021;26701;15966;0
Ceará;05/09/2021;4883;2104;0
Ceará;06/09/2021;7420;33695;0
Ceará;07/09/2021;6512;4466;0
Ceará;08/09/2021;21047;58258;0
Ceará;09/09/2021;26516;65934;0
Ceará;10/09/2021;26503;55150;0
Ceará;11/09/2021;15731;22836;0
Ceará;12/09/2021;3819;2277;0
Ceará;13/09/2021;22079;40815;0
Ceará;14/09/2021;27645;39689;0
Ceará;15/09/2021;29546;48331;0
Ceará;16/09/2021;28714;48039;0
Ceará;17/09/2021;25450;32083;0
Ceará;18/09/2021;15031;23872;0
Ceará;19/09/2021;1832;5507;0
Ceará;20/09/2021;25217;39643;0
Ceará;21/09/2021;32610;42338;1
Ceará;22/09/2021;32553;50931;0
Ceará;23/09/2021;33151;54501;0
Ceará;24/09/2021;23233;47415;0
Ceará;25/09/2021;12023;29986;0
Ceará;26/09/2021;1265;5639;0
Ceará;27/09/2021;16552;37976;0
Ceará;28/09/2021;20920;46102;0
Ceará;29/09/2021;22459;50260;0
Ceará;30/09/2021;17776;49856;0
Ceará;01/10/2021;16786;35339;0
Ceará;02/10/2021;6974;27579;0
Ceará;03/10/2021;113;2000;0
Ceará;04/10/2021;7186;33226;0
Ceará;05/10/2021;10046;54373;0
Ceará;06/10/2021;14223;53630;0
Ceará;07/10/2021;10182;63675;0
Ceará;08/10/2021;9562;44607;1
Ceará;09/10/2021;4420;20495;1
Ceará;10/10/2021;555;8776;0
Ceará;11/10/2021;4829;31211;2
Ceará;12/10/2021;199;7592;0
Ceará;13/10/2021;6327;61724;2
Ceará;14/10/2021;6054;65046;3
Ceará;15/10/2021;8885;62968;0
Ceará;16/10/2021;3727;14062;0
Ceará;17/10/2021;581;7720;0
Ceará;18/10/2021;6302;46708;0
Ceará;19/10/2021;9403;57761;2
Ceará;20/10/2021;8929;57390;4
Ceará;21/10/2021;11672;63416;1
Ceará;22/10/2021;10711;47553;0
Ceará;23/10/2021;3896;14193;0
Ceará;24/10/2021;59;449;0
Ceará;25/10/2021;8116;46406;0
Ceará;26/10/2021;13150;49133;7
Ceará;27/10/2021;10445;58190;3
Ceará;28/10/2021;11243;54939;1
Ceará;29/10/2021;9658;40746;0
Ceará;30/10/2021;2729;15301;2
Ceará;31/10/2021;158;2438;0
Ceará;01/11/2021;1179;10810;0
Ceará;02/11/2021;762;5543;0
Ceará;03/11/2021;5608;44507;1
Ceará;04/11/2021;7036;57875;0
Ceará;05/11/2021;10335;57280;1
Ceará;06/11/2021;3091;20478;2
Ceará;07/11/2021;288;7899;0
Ceará;08/11/2021;5062;42930;2
Ceará;09/11/2021;7145;44820;7
Ceará;10/11/2021;10201;59871;0
Ceará;11/11/2021;8970;61417;7
Ceará;12/11/2021;9054;52937;12
Ceará;13/11/2021;2405;21130;2
Ceará;14/11/2021;526;3500;2
Ceará;15/11/2021;1865;9603;0
Ceará;16/11/2021;6601;47235;0
Ceará;17/11/2021;10037;53208;3
Ceará;18/11/2021;12085;50846;2
Ceará;19/11/2021;8454;44577;3
Ceará;20/11/2021;5558;22542;0
Ceará;21/11/2021;822;3859;0
Ceará;22/11/2021;5611;36593;0
Ceará;23/11/2021;8065;46244;57
Ceará;24/11/2021;8970;47597;31
Ceará;25/11/2021;7341;48891;24
Ceará;26/11/2021;6721;38640;2
Ceará;27/11/2021;3404;11996;0
Ceará;28/11/2021;730;2780;0
Ceará;29/11/2021;5513;30973;0
Ceará;30/11/2021;6277;35187;7
Ceará;01/12/2021;5552;31056;0
Ceará;02/12/2021;6451;33725;4
Ceará;03/12/2021;6321;29303;9
Ceará;04/12/2021;3247;11152;0
Ceará;05/12/2021;459;1563;0
Ceará;06/12/2021;4749;25550;13
Ceará;07/12/2021;7849;33571;1
Ceará;08/12/2021;6134;40126;32
Ceará;09/12/2021;7617;54278;124
Ceará;10/12/2021;4539;40366;0
Ceará;11/12/2021;1670;8454;0
Ceará;12/12/2021;362;3856;2
Ceará;13/12/2021;4450;41058;5
Ceará;14/12/2021;5210;55558;3
Ceará;15/12/2021;6885;66623;9
Ceará;16/12/2021;7776;64869;31
Ceará;17/12/2021;4317;46197;60
Ceará;18/12/2021;1025;14404;0
Ceará;19/12/2021;232;7543;0
Ceará;20/12/2021;3944;48286;4
Ceará;21/12/2021;4987;55263;21
Ceará;22/12/2021;4541;56184;13
Ceará;23/12/2021;2643;28886;0
Ceará;24/12/2021;72;487;0
Ceará;25/12/2021;9;114;0
Ceará;26/12/2021;17;74;0
Ceará;27/12/2021;2214;25362;2
Ceará;28/12/2021;2808;33597;12
Ceará;29/12/2021;2411;30867;0
Ceará;30/12/2021;1384;14213;0
Ceará;31/12/2021;30;233;0
Distrito Federal;04/01/2021;0;2;0
Distrito Federal;05/01/2021;0;1;0
Distrito Federal;11/01/2021;2;0;0
Distrito Federal;17/01/2021;5;2;0
Distrito Federal;18/01/2021;3;5;0
Distrito Federal;19/01/2021;2262;8;0
Distrito Federal;20/01/2021;4875;8;0
Distrito Federal;21/01/2021;3692;11;0
Distrito Federal;22/01/2021;2886;14;0
Distrito Federal;23/01/2021;17;3;0
Distrito Federal;24/01/2021;10;1;0
Distrito Federal;25/01/2021;2573;8;0
Distrito Federal;26/01/2021;5040;13;0
Distrito Federal;27/01/2021;6463;8;0
Distrito Federal;28/01/2021;5283;3;0
Distrito Federal;29/01/2021;5935;5;0
Distrito Federal;30/01/2021;91;1;0
Distrito Federal;31/01/2021;28;5;0
Distrito Federal;01/02/2021;11828;19;0
Distrito Federal;02/02/2021;15085;31;0
Distrito Federal;03/02/2021;6608;23;0
Distrito Federal;04/02/2021;5028;14;0
Distrito Federal;05/02/2021;3718;36;0
Distrito Federal;06/02/2021;6;0;0
Distrito Federal;07/02/2021;5;4;0
Distrito Federal;08/02/2021;1727;392;0
Distrito Federal;09/02/2021;3135;1368;0
Distrito Federal;10/02/2021;2330;2839;0
Distrito Federal;11/02/2021;1680;2794;0
Distrito Federal;12/02/2021;965;2634;0
Distrito Federal;13/02/2021;7;51;0
Distrito Federal;14/02/2021;4;27;0
Distrito Federal;15/02/2021;1;6;0
Distrito Federal;16/02/2021;11;8;0
Distrito Federal;17/02/2021;382;1024;0
Distrito Federal;18/02/2021;1097;3964;0
Distrito Federal;19/02/2021;798;3802;0
Distrito Federal;20/02/2021;10;15;0
Distrito Federal;21/02/2021;15;21;0
Distrito Federal;22/02/2021;790;3476;0
Distrito Federal;23/02/2021;317;3948;0
Distrito Federal;24/02/2021;210;4119;0
Distrito Federal;25/02/2021;713;3485;0
Distrito Federal;26/02/2021;8952;3187;0
Distrito Federal;27/02/2021;11;6;0
Distrito Federal;28/02/2021;16;4;0
Distrito Federal;01/03/2021;6209;4564;0
Distrito Federal;02/03/2021;3340;2546;0
Distrito Federal;03/03/2021;1439;1510;0
Distrito Federal;04/03/2021;4727;1437;0
Distrito Federal;05/03/2021;4141;1606;0
Distrito Federal;06/03/2021;414;33;0
Distrito Federal;07/03/2021;1;2;0
Distrito Federal;08/03/2021;1174;986;0
Distrito Federal;09/03/2021;1024;1794;0
Distrito Federal;10/03/2021;704;1420;0
Distrito Federal;11/03/2021;5990;1267;0
Distrito Federal;12/03/2021;2592;792;0
Distrito Federal;13/03/2021;171;21;0
Distrito Federal;14/03/2021;15;38;0
Distrito Federal;15/03/2021;1436;327;0
Distrito Federal;16/03/2021;2225;375;0
Distrito Federal;17/03/2021;1295;575;0
Distrito Federal;18/03/2021;13575;626;0
Distrito Federal;19/03/2021;4697;653;0
Distrito Federal;20/03/2021;550;52;0
Distrito Federal;21/03/2021;355;61;0
Distrito Federal;22/03/2021;17083;563;0
Distrito Federal;23/03/2021;12949;554;0
Distrito Federal;24/03/2021;4238;485;0
Distrito Federal;25/03/2021;1937;706;0
Distrito Federal;26/03/2021;21411;731;0
Distrito Federal;27/03/2021;8153;62;0
Distrito Federal;28/03/2021;6023;92;0
Distrito Federal;29/03/2021;8031;1034;0
Distrito Federal;30/03/2021;6674;1300;0
Distrito Federal;31/03/2021;4000;1320;0
Distrito Federal;01/04/2021;2320;3589;0
Distrito Federal;02/04/2021;648;7;0
Distrito Federal;03/04/2021;2678;70;0
Distrito Federal;04/04/2021;45;285;0
Distrito Federal;05/04/2021;4694;1960;0
Distrito Federal;06/04/2021;1191;2480;0
Distrito Federal;07/04/2021;651;2062;0
Distrito Federal;08/04/2021;259;4983;0
Distrito Federal;09/04/2021;7128;3083;0
Distrito Federal;10/04/2021;562;223;0
Distrito Federal;11/04/2021;129;230;0
Distrito Federal;12/04/2021;2389;3309;0
Distrito Federal;13/04/2021;2882;4102;0
Distrito Federal;14/04/2021;2274;5691;0
Distrito Federal;15/04/2021;1754;10414;0
Distrito Federal;16/04/2021;10809;8797;0
Distrito Federal;17/04/2021;6952;2009;0
Distrito Federal;18/04/2021;2010;1447;0
Distrito Federal;19/04/2021;5057;14029;0
Distrito Federal;20/04/2021;3034;14183;0
Distrito Federal;21/04/2021;542;1912;0
Distrito Federal;22/04/2021;3019;10421;0
Distrito Federal;23/04/2021;12363;14799;0
Distrito Federal;24/04/2021;8333;2841;0
Distrito Federal;25/04/2021;2168;1647;0
Distrito Federal;26/04/2021;8307;9524;0
Distrito Federal;27/04/2021;3231;8530;0
Distrito Federal;28/04/2021;1855;5161;0
Distrito Federal;29/04/2021;1326;3373;0
Distrito Federal;30/04/2021;20058;3450;0
Distrito Federal;01/05/2021;5321;686;0
Distrito Federal;02/05/2021;1413;752;0
Distrito Federal;03/05/2021;6012;8429;0
Distrito Federal;04/05/2021;6789;6438;0
Distrito Federal;05/05/2021;6697;3827;0
Distrito Federal;06/05/2021;10247;1928;0
Distrito Federal;07/05/2021;8700;1117;0
Distrito Federal;08/05/2021;5388;230;0
Distrito Federal;09/05/2021;1781;75;0
Distrito Federal;10/05/2021;7384;2183;0
Distrito Federal;11/05/2021;5830;1966;0
Distrito Federal;12/05/2021;2875;1682;0
Distrito Federal;13/05/2021;7908;1419;0
Distrito Federal;14/05/2021;7805;1747;0
Distrito Federal;15/05/2021;2671;691;0
Distrito Federal;16/05/2021;1024;578;0
Distrito Federal;17/05/2021;3819;1882;0
Distrito Federal;18/05/2021;5004;1128;0
Distrito Federal;19/05/2021;6265;786;0
Distrito Federal;20/05/2021;6445;1660;0
Distrito Federal;21/05/2021;5329;2889;0
Distrito Federal;22/05/2021;993;134;0
Distrito Federal;23/05/2021;901;93;0
Distrito Federal;24/05/2021;5482;2784;0
Distrito Federal;25/05/2021;3904;1785;0
Distrito Federal;26/05/2021;5225;3012;0
Distrito Federal;27/05/2021;4788;3214;0
Distrito Federal;28/05/2021;5437;2117;0
Distrito Federal;29/05/2021;2558;112;0
Distrito Federal;30/05/2021;2326;99;0
Distrito Federal;31/05/2021;11184;1369;0
Distrito Federal;01/06/2021;10445;2049;0
Distrito Federal;02/06/2021;10901;1269;0
Distrito Federal;03/06/2021;828;51;0
Distrito Federal;04/06/2021;9685;914;0
Distrito Federal;05/06/2021;3036;56;0
Distrito Federal;06/06/2021;2768;22;0
Distrito Federal;07/06/2021;11508;393;0
