state;date;primeira_dose;segunda_dose;terceira_dose
Acre;17/01/2021;5;0;0
Acre;18/01/2021;5;0;0
Acre;19/01/2021;26;0;0
Acre;20/01/2021;947;2;0
Acre;21/01/2021;1326;2;0
Acre;22/01/2021;951;4;0
Acre;23/01/2021;154;2;0
Acre;24/01/2021;84;2;0
Acre;25/01/2021;752;0;0
Acre;26/01/2021;981;1;0
Acre;27/01/2021;1050;2;0
Acre;28/01/2021;859;0;0
Acre;29/01/2021;1372;3;0
Acre;30/01/2021;577;2;0
Acre;31/01/2021;124;0;0
Acre;01/02/2021;741;3;0
Acre;02/02/2021;422;2;0
Acre;03/02/2021;737;2;0
Acre;04/02/2021;433;38;0
Acre;05/02/2021;427;10;0
Acre;06/02/2021;130;30;0
Acre;07/02/2021;65;7;0
Acre;08/02/2021;737;62;0
Acre;09/02/2021;325;49;0
Acre;10/02/2021;605;76;0
Acre;11/02/2021;463;58;0
Acre;12/02/2021;554;125;0
Acre;13/02/2021;112;162;0
Acre;14/02/2021;103;26;0
Acre;15/02/2021;240;183;0
Acre;16/02/2021;527;255;0
Acre;17/02/2021;320;1188;0
Acre;18/02/2021;610;1203;0
Acre;19/02/2021;294;760;0
Acre;20/02/2021;333;238;0
Acre;21/02/2021;76;234;0
Acre;22/02/2021;349;672;0
Acre;23/02/2021;178;558;0
Acre;24/02/2021;173;473;0
Acre;25/02/2021;1531;292;0
Acre;26/02/2021;2373;710;0
Acre;27/02/2021;1008;87;0
Acre;28/02/2021;260;50;0
Acre;01/03/2021;1124;264;0
Acre;02/03/2021;1749;346;0
Acre;03/03/2021;1436;174;0
Acre;04/03/2021;1798;196;0
Acre;05/03/2021;1268;145;0
Acre;06/03/2021;141;29;0
Acre;07/03/2021;12;43;0
Acre;08/03/2021;140;87;0
Acre;09/03/2021;682;191;0
Acre;10/03/2021;906;479;0
Acre;11/03/2021;1582;258;0
Acre;12/03/2021;627;252;0
Acre;13/03/2021;73;47;0
Acre;14/03/2021;25;27;0
Acre;15/03/2021;438;228;0
Acre;16/03/2021;583;507;0
Acre;17/03/2021;665;311;0
Acre;18/03/2021;1433;261;0
Acre;19/03/2021;601;143;0
Acre;20/03/2021;43;28;0
Acre;21/03/2021;26;26;0
Acre;22/03/2021;785;164;0
Acre;23/03/2021;677;227;0
Acre;24/03/2021;1539;222;0
Acre;25/03/2021;3264;417;0
Acre;26/03/2021;2556;186;0
Acre;27/03/2021;284;79;0
Acre;28/03/2021;985;15;0
Acre;29/03/2021;2377;214;0
Acre;30/03/2021;3264;200;0
Acre;31/03/2021;3059;151;0
Acre;01/04/2021;2363;649;0
Acre;02/04/2021;236;129;0
Acre;03/04/2021;1040;74;0
Acre;04/04/2021;213;51;0
Acre;05/04/2021;1590;427;0
Acre;06/04/2021;1137;404;0
Acre;07/04/2021;1552;606;0
Acre;08/04/2021;867;828;0
Acre;09/04/2021;1226;443;0
Acre;10/04/2021;2617;165;0
Acre;11/04/2021;266;20;0
Acre;12/04/2021;1041;520;0
Acre;13/04/2021;776;327;0
Acre;14/04/2021;700;1423;0
Acre;15/04/2021;399;815;0
Acre;16/04/2021;556;576;0
Acre;17/04/2021;2345;252;0
Acre;18/04/2021;408;76;0
Acre;19/04/2021;757;345;0
Acre;20/04/2021;605;586;0
Acre;21/04/2021;395;174;0
Acre;22/04/2021;624;706;0
Acre;23/04/2021;522;557;0
Acre;24/04/2021;423;206;0
Acre;25/04/2021;244;116;0
Acre;26/04/2021;559;974;0
Acre;27/04/2021;533;1639;0
Acre;28/04/2021;583;2635;0
Acre;29/04/2021;517;2243;0
Acre;30/04/2021;325;884;0
Acre;01/05/2021;188;408;0
Acre;02/05/2021;144;132;0
Acre;03/05/2021;1116;1539;0
Acre;04/05/2021;1320;788;0
Acre;05/05/2021;1499;1818;0
Acre;06/05/2021;1432;918;0
Acre;07/05/2021;1845;712;0
Acre;08/05/2021;1028;591;0
Acre;09/05/2021;43;84;0
Acre;10/05/2021;1912;1256;0
Acre;11/05/2021;2304;787;0
Acre;12/05/2021;2318;683;0
Acre;13/05/2021;2475;510;0
Acre;14/05/2021;1733;459;0
Acre;15/05/2021;2115;512;0
Acre;16/05/2021;185;74;0
Acre;17/05/2021;2166;501;0
Acre;18/05/2021;1998;463;0
Acre;19/05/2021;1668;347;0
Acre;20/05/2021;2101;547;0
Acre;21/05/2021;2174;344;0
Acre;22/05/2021;359;126;0
Acre;23/05/2021;40;32;0
Acre;24/05/2021;1061;239;0
Acre;25/05/2021;1262;817;0
Acre;26/05/2021;1086;1336;0
Acre;27/05/2021;922;1400;0
Acre;28/05/2021;994;626;0
Acre;29/05/2021;1433;302;0
Acre;30/05/2021;68;20;0
Acre;31/05/2021;1203;1149;0
Acre;01/06/2021;1962;944;0
Acre;02/06/2021;2908;1483;0
Acre;03/06/2021;776;282;0
Acre;04/06/2021;1168;909;0
Acre;05/06/2021;637;340;0
Acre;06/06/2021;73;23;0
Acre;07/06/2021;2055;1114;0
Acre;08/06/2021;2745;490;0
Acre;09/06/2021;3411;460;0
Acre;10/06/2021;3395;393;0
Acre;11/06/2021;2969;299;0
Acre;12/06/2021;1967;145;0
Acre;13/06/2021;97;47;0
Acre;14/06/2021;4269;341;0
Acre;15/06/2021;3572;53;0
Acre;16/06/2021;7174;545;0
Acre;17/06/2021;7876;337;0
Acre;18/06/2021;11838;291;0
Acre;19/06/2021;7854;140;0
Acre;20/06/2021;3272;12;0
Acre;21/06/2021;6787;370;0
Acre;22/06/2021;6608;761;0
Acre;23/06/2021;6654;885;0
Acre;24/06/2021;1980;1017;0
Acre;25/06/2021;4578;3266;0
Acre;26/06/2021;6740;2438;0
Acre;27/06/2021;23;6;0
Acre;28/06/2021;4564;2137;0
Acre;29/06/2021;3527;1790;0
Acre;30/06/2021;4243;2121;0
Acre;01/07/2021;3662;1379;0
Acre;02/07/2021;5291;1253;0
Acre;03/07/2021;3663;510;0
Acre;04/07/2021;3453;152;0
Acre;05/07/2021;5562;1858;0
Acre;06/07/2021;5261;1536;0
Acre;07/07/2021;4297;1185;0
Acre;08/07/2021;2819;930;0
Acre;09/07/2021;3494;970;0
Acre;10/07/2021;2706;338;0
Acre;11/07/2021;41;25;0
Acre;12/07/2021;3919;1451;0
Acre;13/07/2021;2283;1264;0
Acre;14/07/2021;1675;1124;0
Acre;15/07/2021;974;795;0
Acre;16/07/2021;1437;1271;0
Acre;17/07/2021;2943;447;0
Acre;18/07/2021;90;110;0
Acre;19/07/2021;4026;1546;0
Acre;20/07/2021;4203;1328;0
Acre;21/07/2021;1388;1443;0
Acre;22/07/2021;1139;1300;0
Acre;23/07/2021;10996;1893;0
Acre;24/07/2021;4619;1279;0
Acre;25/07/2021;650;230;0
Acre;26/07/2021;6096;2499;0
Acre;27/07/2021;5603;2282;0
Acre;28/07/2021;3398;1729;0
Acre;29/07/2021;2282;1690;0
Acre;30/07/2021;2168;1932;0
Acre;31/07/2021;5131;896;0
Acre;01/08/2021;104;143;0
Acre;02/08/2021;2703;3893;0
Acre;03/08/2021;2322;4163;0
Acre;04/08/2021;3389;3480;0
Acre;05/08/2021;3004;4656;0
Acre;06/08/2021;4808;1459;0
Acre;07/08/2021;2302;1501;0
Acre;08/08/2021;229;353;0
Acre;09/08/2021;7963;4590;0
Acre;10/08/2021;5592;3980;0
Acre;11/08/2021;4739;3954;0
Acre;12/08/2021;6812;2954;0
Acre;13/08/2021;5808;3004;0
Acre;14/08/2021;3179;927;0
Acre;15/08/2021;234;67;0
Acre;16/08/2021;4204;3502;0
Acre;17/08/2021;4356;2777;0
Acre;18/08/2021;3290;2384;0
Acre;19/08/2021;2679;1805;0
Acre;20/08/2021;2585;2066;0
Acre;21/08/2021;801;693;0
Acre;22/08/2021;167;62;0
Acre;23/08/2021;2783;3467;0
Acre;24/08/2021;2563;2511;0
Acre;25/08/2021;2711;2277;0
Acre;26/08/2021;2123;3203;0
Acre;27/08/2021;1944;2564;0
Acre;28/08/2021;758;500;0
Acre;29/08/2021;66;25;0
Acre;30/08/2021;2024;4062;0
Acre;31/08/2021;1940;3895;0
Acre;01/09/2021;1802;3372;0
Acre;02/09/2021;1368;2756;0
Acre;03/09/2021;1335;3473;0
Acre;04/09/2021;384;889;0
Acre;05/09/2021;62;34;0
Acre;06/09/2021;498;1500;0
Acre;07/09/2021;373;910;0
Acre;08/09/2021;1482;3790;0
Acre;09/09/2021;1167;3791;0
Acre;10/09/2021;1129;3204;0
Acre;11/09/2021;436;1210;0
Acre;12/09/2021;58;57;0
Acre;13/09/2021;1301;4039;0
Acre;14/09/2021;1377;3753;0
Acre;15/09/2021;1687;3568;0
Acre;16/09/2021;1146;3539;0
Acre;17/09/2021;1090;3534;0
Acre;18/09/2021;313;1136;0
Acre;19/09/2021;73;115;0
Acre;20/09/2021;1185;4097;0
Acre;21/09/2021;913;3946;0
Acre;22/09/2021;964;3521;0
Acre;23/09/2021;773;2985;0
Acre;24/09/2021;1040;3619;0
Acre;25/09/2021;173;585;0
Acre;26/09/2021;40;66;0
Acre;27/09/2021;844;2899;0
Acre;28/09/2021;727;3636;0
Acre;29/09/2021;908;4211;0
Acre;30/09/2021;814;3690;0
Acre;01/10/2021;712;3783;0
Acre;02/10/2021;560;4644;0
Acre;03/10/2021;11;12;0
Acre;04/10/2021;652;3046;0
Acre;05/10/2021;674;3043;0
Acre;06/10/2021;728;3325;0
Acre;07/10/2021;671;2644;0
Acre;08/10/2021;727;3275;0
Acre;09/10/2021;978;5151;0
Acre;10/10/2021;48;149;0
Acre;11/10/2021;150;929;0
Acre;12/10/2021;52;440;0
Acre;13/10/2021;718;3235;0
Acre;14/10/2021;601;2748;0
Acre;15/10/2021;485;2319;0
Acre;16/10/2021;252;1424;0
Acre;17/10/2021;6;5;0
Acre;18/10/2021;606;2735;0
Acre;19/10/2021;490;2704;0
Acre;20/10/2021;555;2718;0
Acre;21/10/2021;410;2202;0
Acre;22/10/2021;498;2419;0
Acre;23/10/2021;156;1062;0
Acre;24/10/2021;0;4;0
Acre;25/10/2021;438;2046;0
Acre;26/10/2021;615;2656;0
Acre;27/10/2021;502;2555;0
Acre;28/10/2021;382;2077;0
Acre;29/10/2021;87;691;0
Acre;30/10/2021;76;575;0
Acre;31/10/2021;23;238;0
Acre;01/11/2021;88;692;0
Acre;02/11/2021;48;61;0
Acre;03/11/2021;780;2528;0
Acre;04/11/2021;550;2659;0
Acre;05/11/2021;517;2278;0
Acre;06/11/2021;273;916;0
Acre;07/11/2021;80;84;0
Acre;08/11/2021;548;2732;0
Acre;09/11/2021;536;2567;0
Acre;10/11/2021;408;2316;0
Acre;11/11/2021;392;2309;0
Acre;12/11/2021;419;2279;0
Acre;13/11/2021;332;631;0
Acre;14/11/2021;54;70;0
Acre;15/11/2021;94;86;0
Acre;16/11/2021;117;918;0
Acre;17/11/2021;563;3156;0
Acre;18/11/2021;439;2698;0
Acre;19/11/2021;455;2425;0
Acre;20/11/2021;493;4386;0
Acre;21/11/2021;20;40;0
Acre;22/11/2021;532;2926;0
Acre;23/11/2021;423;2538;1
Acre;24/11/2021;442;2681;0
Acre;25/11/2021;471;3254;0
Acre;26/11/2021;474;2937;1
Acre;27/11/2021;102;763;0
Acre;28/11/2021;64;87;0
Acre;29/11/2021;583;3566;0
Acre;30/11/2021;685;3397;0
Acre;01/12/2021;830;3568;0
Acre;02/12/2021;693;2909;0
Acre;03/12/2021;600;2614;0
Acre;04/12/2021;294;1279;0
Acre;05/12/2021;42;110;0
Acre;06/12/2021;714;3030;0
Acre;07/12/2021;770;3452;0
Acre;08/12/2021;647;2771;0
Acre;09/12/2021;732;2828;0
Acre;10/12/2021;708;2936;0
Acre;11/12/2021;284;925;0
Acre;12/12/2021;39;22;0
Acre;13/12/2021;879;3078;0
Acre;14/12/2021;762;2996;0
Acre;15/12/2021;716;2847;0
Acre;16/12/2021;559;2045;0
Acre;17/12/2021;568;2279;0
Acre;18/12/2021;223;884;0
Acre;19/12/2021;71;362;0
Acre;20/12/2021;663;3032;0
Acre;21/12/2021;491;3489;0
Acre;22/12/2021;534;3653;0
Acre;23/12/2021;387;2621;0
Acre;24/12/2021;33;260;0
Acre;25/12/2021;0;1;0
Acre;26/12/2021;12;34;0
Acre;27/12/2021;232;1967;0
Acre;28/12/2021;260;2437;0
Acre;29/12/2021;230;2648;0
Acre;30/12/2021;215;1724;0
Acre;31/12/2021;28;253;0
Alagoas;17/01/2021;10;4;0
Alagoas;18/01/2021;7;4;0
Alagoas;19/01/2021;418;3;0
Alagoas;20/01/2021;1787;13;0
Alagoas;21/01/2021;3322;5;0
Alagoas;22/01/2021;4585;10;0
Alagoas;23/01/2021;1665;6;0
Alagoas;24/01/2021;141;1;0
Alagoas;25/01/2021;3756;10;0
Alagoas;26/01/2021;3660;3;0
Alagoas;27/01/2021;3266;0;0
Alagoas;28/01/2021;4976;6;0
Alagoas;29/01/2021;2769;5;0
Alagoas;30/01/2021;830;0;0
Alagoas;31/01/2021;449;2;0
Alagoas;01/02/2021;2151;7;0
Alagoas;02/02/2021;2739;1;0
Alagoas;03/02/2021;4100;12;0
Alagoas;04/02/2021;3801;14;0
Alagoas;05/02/2021;2437;13;0
Alagoas;06/02/2021;89;1;0
Alagoas;07/02/2021;40;1;0
Alagoas;08/02/2021;1888;7;0
Alagoas;09/02/2021;2328;4;0
Alagoas;10/02/2021;1663;1422;0
Alagoas;11/02/2021;1777;2897;0
Alagoas;12/02/2021;1636;3647;0
Alagoas;13/02/2021;243;1051;0
Alagoas;14/02/2021;36;117;0
Alagoas;15/02/2021;172;444;0
Alagoas;16/02/2021;81;552;0
Alagoas;17/02/2021;188;688;0
Alagoas;18/02/2021;1378;4982;0
Alagoas;19/02/2021;1074;3802;0
Alagoas;20/02/2021;93;77;0
Alagoas;21/02/2021;29;29;0
Alagoas;22/02/2021;1385;2884;0
Alagoas;23/02/2021;1361;2351;0
Alagoas;24/02/2021;1136;1813;0
Alagoas;25/02/2021;1183;2163;0
Alagoas;26/02/2021;1117;1914;0
Alagoas;27/02/2021;29;8;0
Alagoas;28/02/2021;6;12;0
Alagoas;01/03/2021;3171;1345;0
Alagoas;02/03/2021;3214;1665;0
Alagoas;03/03/2021;3493;1520;0
Alagoas;04/03/2021;3425;1350;0
Alagoas;05/03/2021;3125;927;0
Alagoas;06/03/2021;309;159;0
Alagoas;07/03/2021;22;1;0
Alagoas;08/03/2021;3061;332;0
Alagoas;09/03/2021;3192;403;0
Alagoas;10/03/2021;3244;463;0
Alagoas;11/03/2021;4746;685;0
Alagoas;12/03/2021;4098;754;0
Alagoas;13/03/2021;1611;18;0
Alagoas;14/03/2021;438;19;0
Alagoas;15/03/2021;2342;1047;0
Alagoas;16/03/2021;3342;1188;0
Alagoas;17/03/2021;5307;970;0
Alagoas;18/03/2021;6159;791;0
Alagoas;19/03/2021;8433;707;0
Alagoas;20/03/2021;4687;42;0
Alagoas;21/03/2021;1611;24;0
Alagoas;22/03/2021;7896;1291;0
Alagoas;23/03/2021;12079;1253;0
Alagoas;24/03/2021;15178;1384;0
Alagoas;25/03/2021;15067;1097;0
Alagoas;26/03/2021;12360;996;0
Alagoas;27/03/2021;9455;75;0
Alagoas;28/03/2021;4612;11;0
Alagoas;29/03/2021;11241;986;0
Alagoas;30/03/2021;13391;1446;0
Alagoas;31/03/2021;11407;1926;0
Alagoas;01/04/2021;7193;2238;0
Alagoas;02/04/2021;1790;1483;0
Alagoas;03/04/2021;11858;1387;0
Alagoas;04/04/2021;3837;595;0
Alagoas;05/04/2021;13586;2056;0
Alagoas;06/04/2021;13228;2815;0
Alagoas;07/04/2021;12727;4330;0
Alagoas;08/04/2021;6611;5221;0
Alagoas;09/04/2021;4518;6873;0
Alagoas;10/04/2021;5797;3615;0
Alagoas;11/04/2021;3734;1365;0
Alagoas;12/04/2021;5063;6813;0
Alagoas;13/04/2021;7158;10291;0
Alagoas;14/04/2021;6254;9752;0
Alagoas;15/04/2021;3643;7419;0
Alagoas;16/04/2021;2209;5888;0
Alagoas;17/04/2021;2285;2388;0
Alagoas;18/04/2021;1264;275;0
Alagoas;19/04/2021;2708;5296;0
Alagoas;20/04/2021;3487;7041;0
Alagoas;21/04/2021;2600;3192;0
Alagoas;22/04/2021;3754;7223;0
Alagoas;23/04/2021;3599;4112;0
Alagoas;24/04/2021;1300;6478;0
Alagoas;25/04/2021;314;1774;0
Alagoas;26/04/2021;1850;2080;0
Alagoas;27/04/2021;2335;2911;0
Alagoas;28/04/2021;2731;2556;0
Alagoas;29/04/2021;3079;2479;0
Alagoas;30/04/2021;2154;1767;0
Alagoas;01/05/2021;926;3287;0
Alagoas;02/05/2021;295;3395;0
Alagoas;03/05/2021;2665;3371;0
Alagoas;04/05/2021;3321;3659;0
Alagoas;05/05/2021;4845;4786;0
Alagoas;06/05/2021;6892;3283;0
Alagoas;07/05/2021;8326;1603;0
Alagoas;08/05/2021;6739;394;0
Alagoas;09/05/2021;1064;2367;0
Alagoas;10/05/2021;6252;2226;0
Alagoas;11/05/2021;8189;3042;0
Alagoas;12/05/2021;10231;2185;0
Alagoas;13/05/2021;9205;1754;0
Alagoas;14/05/2021;8806;1553;0
Alagoas;15/05/2021;6492;2187;0
Alagoas;16/05/2021;4312;836;0
Alagoas;17/05/2021;9022;2093;0
Alagoas;18/05/2021;11771;2848;0
Alagoas;19/05/2021;13083;1739;0
Alagoas;20/05/2021;11616;3028;0
Alagoas;21/05/2021;11433;2715;0
Alagoas;22/05/2021;6331;1073;0
Alagoas;23/05/2021;3544;145;0
Alagoas;24/05/2021;9365;2512;0
Alagoas;25/05/2021;13787;2567;0
Alagoas;26/05/2021;12905;2205;0
Alagoas;27/05/2021;10448;1645;0
Alagoas;28/05/2021;10864;1588;0
Alagoas;29/05/2021;7627;487;0
Alagoas;30/05/2021;3669;107;0
Alagoas;31/05/2021;7227;1405;0
Alagoas;01/06/2021;8320;1682;0
Alagoas;02/06/2021;10469;1358;0
Alagoas;03/06/2021;4690;1021;0
Alagoas;04/06/2021;9654;1174;0
Alagoas;05/06/2021;9595;592;0
Alagoas;06/06/2021;1549;154;0
Alagoas;07/06/2021;7202;1623;0
Alagoas;08/06/2021;7591;1854;0
Alagoas;09/06/2021;7712;1803;0
Alagoas;10/06/2021;12241;1479;0
Alagoas;11/06/2021;12235;1021;0
Alagoas;12/06/2021;6890;512;0
Alagoas;13/06/2021;810;715;0
Alagoas;14/06/2021;7115;2226;0
Alagoas;15/06/2021;8037;3688;0
Alagoas;16/06/2021;7497;3748;0
Alagoas;17/06/2021;6256;4416;0
Alagoas;18/06/2021;4933;4406;0
Alagoas;19/06/2021;7173;2091;0
Alagoas;20/06/2021;3939;1570;0
Alagoas;21/06/2021;7935;3685;0
Alagoas;22/06/2021;13668;3384;0
Alagoas;23/06/2021;13280;2377;0
Alagoas;24/06/2021;4945;1547;0
Alagoas;25/06/2021;10756;2269;0
Alagoas;26/06/2021;14572;1806;0
Alagoas;27/06/2021;8568;788;0
Alagoas;28/06/2021;15921;2223;0
Alagoas;29/06/2021;8197;1892;0
Alagoas;30/06/2021;15195;4758;0
Alagoas;01/07/2021;12757;4095;0
Alagoas;02/07/2021;13451;2458;0
Alagoas;03/07/2021;11482;2807;0
Alagoas;04/07/2021;4567;1783;0
Alagoas;05/07/2021;14336;3887;0
Alagoas;06/07/2021;17823;4194;0
Alagoas;07/07/2021;17169;3540;0
Alagoas;08/07/2021;11876;2561;0
Alagoas;09/07/2021;9867;1838;0
Alagoas;10/07/2021;3620;1511;0
Alagoas;11/07/2021;2975;784;0
Alagoas;12/07/2021;6387;3044;0
Alagoas;13/07/2021;6174;3755;0
Alagoas;14/07/2021;5763;3524;0
Alagoas;15/07/2021;3772;2756;0
Alagoas;16/07/2021;5453;2866;0
Alagoas;17/07/2021;7634;1845;0
Alagoas;18/07/2021;1239;370;0
Alagoas;19/07/2021;4921;2973;0
Alagoas;20/07/2021;4500;3653;0
Alagoas;21/07/2021;8708;3708;0
Alagoas;22/07/2021;14842;4267;0
Alagoas;23/07/2021;12996;3916;0
Alagoas;24/07/2021;7046;4092;0
Alagoas;25/07/2021;1158;1475;0
Alagoas;26/07/2021;7772;5004;0
Alagoas;27/07/2021;6624;6225;0
Alagoas;28/07/2021;9974;7062;0
Alagoas;29/07/2021;15448;6351;0
Alagoas;30/07/2021;15359;7193;0
Alagoas;31/07/2021;14002;3215;0
Alagoas;01/08/2021;1387;2618;0
Alagoas;02/08/2021;13840;8130;0
Alagoas;03/08/2021;16854;7744;0
Alagoas;04/08/2021;15655;9493;0
Alagoas;05/08/2021;15749;7842;0
Alagoas;06/08/2021;13022;7523;0
Alagoas;07/08/2021;6322;6625;0
Alagoas;08/08/2021;1309;3322;0
Alagoas;09/08/2021;11074;9963;0
Alagoas;10/08/2021;17080;11498;0
Alagoas;11/08/2021;22996;12862;0
Alagoas;12/08/2021;22306;11272;0
Alagoas;13/08/2021;19377;9847;0
Alagoas;14/08/2021;15460;5166;0
Alagoas;15/08/2021;8213;2996;0
Alagoas;16/08/2021;13544;8777;0
Alagoas;17/08/2021;11393;12419;0
Alagoas;18/08/2021;11929;11308;0
Alagoas;19/08/2021;17520;10103;0
Alagoas;20/08/2021;16151;9463;0
Alagoas;21/08/2021;14367;7523;0
Alagoas;22/08/2021;5792;2746;0
Alagoas;23/08/2021;16681;9632;0
Alagoas;24/08/2021;20522;9882;0
Alagoas;25/08/2021;19810;10676;0
Alagoas;26/08/2021;16101;9415;0
Alagoas;27/08/2021;12674;9580;0
Alagoas;28/08/2021;9365;7437;0
Alagoas;29/08/2021;5735;2145;0
Alagoas;30/08/2021;13479;10832;0
Alagoas;31/08/2021;12902;9220;0
Alagoas;01/09/2021;7903;9417;0
Alagoas;02/09/2021;6815;13358;0
Alagoas;03/09/2021;8620;11004;0
Alagoas;04/09/2021;7102;7725;0
Alagoas;05/09/2021;2297;1785;0
Alagoas;06/09/2021;7719;8020;0
Alagoas;07/09/2021;4298;2603;0
Alagoas;08/09/2021;9931;12892;0
Alagoas;09/09/2021;12168;12979;0
Alagoas;10/09/2021;11902;10813;0
Alagoas;11/09/2021;8478;6734;0
Alagoas;12/09/2021;1123;791;0
Alagoas;13/09/2021;9257;11183;0
Alagoas;14/09/2021;11179;13926;0
Alagoas;15/09/2021;11559;15809;0
Alagoas;16/09/2021;3850;4245;0
Alagoas;17/09/2021;4484;7802;0
Alagoas;18/09/2021;4549;6284;0
Alagoas;19/09/2021;2355;3214;0
Alagoas;20/09/2021;4694;12267;0
Alagoas;21/09/2021;5140;13260;0
Alagoas;22/09/2021;5834;13766;0
Alagoas;23/09/2021;7460;12099;0
Alagoas;24/09/2021;10628;9968;0
Alagoas;25/09/2021;6224;7334;0
Alagoas;26/09/2021;1905;3066;0
Alagoas;27/09/2021;9290;10486;0
Alagoas;28/09/2021;8993;12531;0
Alagoas;29/09/2021;8596;12367;0
Alagoas;30/09/2021;7035;10107;0
Alagoas;01/10/2021;6798;9256;0
Alagoas;02/10/2021;5210;6084;0
Alagoas;03/10/2021;1115;3310;0
Alagoas;04/10/2021;6082;9825;0
Alagoas;05/10/2021;5741;12023;0
Alagoas;06/10/2021;5984;12376;0
Alagoas;07/10/2021;4457;10202;0
Alagoas;08/10/2021;4875;9968;0
Alagoas;09/10/2021;2117;6721;0
Alagoas;10/10/2021;962;3106;0
Alagoas;11/10/2021;2377;8179;0
Alagoas;12/10/2021;726;4410;0
Alagoas;13/10/2021;3358;13731;0
Alagoas;14/10/2021;3828;16095;0
Alagoas;15/10/2021;3334;13760;0
Alagoas;16/10/2021;1427;7536;0
Alagoas;17/10/2021;516;3068;0
Alagoas;18/10/2021;2852;12077;0
Alagoas;19/10/2021;3519;14246;0
Alagoas;20/10/2021;3217;13738;0
Alagoas;21/10/2021;3082;13410;0
Alagoas;22/10/2021;2949;13727;1
Alagoas;23/10/2021;1698;8879;0
Alagoas;24/10/2021;403;3313;0
Alagoas;25/10/2021;2869;13981;0
Alagoas;26/10/2021;3191;17227;0
Alagoas;27/10/2021;3811;16558;0
Alagoas;28/10/2021;2780;12181;0
Alagoas;29/10/2021;2303;9647;0
Alagoas;30/10/2021;828;4686;0
Alagoas;31/10/2021;88;541;0
Alagoas;01/11/2021;890;5022;0
Alagoas;02/11/2021;471;4257;0
Alagoas;03/11/2021;2187;15028;0
Alagoas;04/11/2021;1964;14548;0
Alagoas;05/11/2021;1934;14682;0
Alagoas;06/11/2021;902;6398;0
Alagoas;07/11/2021;319;694;0
Alagoas;08/11/2021;2034;13515;0
Alagoas;09/11/2021;2405;14691;0
Alagoas;10/11/2021;2342;13615;0
Alagoas;11/11/2021;2452;15010;0
Alagoas;12/11/2021;2071;13180;0
Alagoas;13/11/2021;742;6019;0
Alagoas;14/11/2021;86;718;0
Alagoas;15/11/2021;360;3913;0
Alagoas;16/11/2021;1672;16546;0
Alagoas;17/11/2021;2228;17569;0
Alagoas;18/11/2021;1813;16303;0
Alagoas;19/11/2021;2028;14360;0
Alagoas;20/11/2021;651;7727;0
Alagoas;21/11/2021;89;748;0
Alagoas;22/11/2021;1665;13592;0
Alagoas;23/11/2021;1614;15340;0
Alagoas;24/11/2021;1705;14161;0
Alagoas;25/11/2021;1773;13221;0
Alagoas;26/11/2021;1751;11734;0
Alagoas;27/11/2021;480;4980;0
Alagoas;28/11/2021;79;475;0
Alagoas;29/11/2021;927;8808;0
Alagoas;30/11/2021;1317;11437;0
Alagoas;01/12/2021;2129;14668;0
Alagoas;02/12/2021;1504;13187;0
Alagoas;03/12/2021;1476;11256;1
Alagoas;04/12/2021;507;4779;0
Alagoas;05/12/2021;69;500;0
Alagoas;06/12/2021;1390;12694;0
Alagoas;07/12/2021;1583;13252;0
Alagoas;08/12/2021;509;4497;0
Alagoas;09/12/2021;1592;13180;0
Alagoas;10/12/2021;1004;9627;0
Alagoas;11/12/2021;507;3959;0
Alagoas;12/12/2021;286;370;0
Alagoas;13/12/2021;907;8874;0
Alagoas;14/12/2021;1011;8661;0
Alagoas;15/12/2021;1331;11391;0
Alagoas;16/12/2021;1365;12767;0
Alagoas;17/12/2021;1490;12307;0
Alagoas;18/12/2021;396;3973;0
Alagoas;19/12/2021;157;2240;0
Alagoas;20/12/2021;1014;11530;0
Alagoas;21/12/2021;1235;15114;3
Alagoas;22/12/2021;916;16752;0
Alagoas;23/12/2021;614;10561;0
Alagoas;24/12/2021;44;857;0
Alagoas;25/12/2021;0;27;0
Alagoas;26/12/2021;25;585;0
Alagoas;27/12/2021;542;10458;0
Alagoas;28/12/2021;728;12593;0
Alagoas;29/12/2021;658;9933;0
Alagoas;30/12/2021;365;5974;0
Alagoas;31/12/2021;11;307;0
Amapa;17/01/2021;0;1;0
Amapa;18/01/2021;8;1;0
Amapa;19/01/2021;196;4;0
Amapa;20/01/2021;1328;1;0
Amapa;21/01/2021;1153;0;0
Amapa;22/01/2021;787;5;0
Amapa;23/01/2021;883;0;0
Amapa;24/01/2021;451;2;0
Amapa;25/01/2021;1165;2;0
Amapa;26/01/2021;655;0;0
Amapa;27/01/2021;537;2;0
Amapa;28/01/2021;626;3;0
Amapa;29/01/2021;742;2;0
Amapa;30/01/2021;923;2;0
Amapa;31/01/2021;5;0;0
Amapa;01/02/2021;345;4;0
Amapa;02/02/2021;699;0;0
Amapa;03/02/2021;910;1;0
Amapa;04/02/2021;592;0;0
Amapa;05/02/2021;787;11;0
Amapa;06/02/2021;168;0;0
Amapa;07/02/2021;33;0;0
Amapa;08/02/2021;116;6;0
Amapa;09/02/2021;173;135;0
Amapa;10/02/2021;565;58;0
Amapa;11/02/2021;524;431;0
Amapa;12/02/2021;257;356;0
Amapa;13/02/2021;1239;23;0
Amapa;14/02/2021;10;4;0
Amapa;15/02/2021;203;396;0
Amapa;16/02/2021;232;298;0
